acme.name	acme.sku	acme.product_weight	acme.product_length	acme.product_width	acme.product_height	acme.package_length	acme.package_width	acme.package_height	acme.package_weight	acme.ship_type	acme.package_type	acme.collection_name	acme.catalog	acme.product_type	acme.description	acme.short_description	acme.catalog_finish	acme.material_detail	acme.fl_qty	acme.ga_qty	acme.nj_qty	acme.ny_qty	acme.tx_qty	acme.la_qty	acme.sf_qty	acme.MSRP	acme.ETA_LA_warehouse	acme.group	acme.video
Fogya End Table	86057	14	22	22	24	31	26	5	71	GROUND	ISTA-3A	Fogya	2020S	End Table	KD Mirrored Table Top Metal Base Square Table Top Mirror Thickness: 0.2"	Bring dimension, depth and distinctive visual appeal to the whole space with this modern geometric design. Square table top is paired with irregular metal base, adding a uniquely attractive contrast to this table. The champagne gold finish showcases it geometric metal frame while mirrored table top infuses it with glamour. Add alluring flair and modern sophistication to your seating arrangement with the Fogya End Table.	Mirrored & Champagne Gold  Finish	Metal, Mirror	2	0	0	0	4	64	0	342	NONE	GP-000312	
Nineel Coffee Table	87955	60	47	24	23	53	28	7	75	GROUND	ISTA-3A	Nineel	2020S	Coffee Table	KD 2 Glass Sliding Barn Doors 1 Storage Compartment Behind Each Barn Doors 1 Open Storage Compartment with Pull-Out Tray Black Metal Accent 	The rustic wooden frame and industrial metal accent complement each other perfectly. The coffee table embodies a raw, utilitarian aesthetic that adds a strong design presence to the space. Two sliding barn doors with obscure glass insert offer both privacy and style. A storage compartment behind each barn door frees up tabletop space. Between two doors is an open storage compartment with a pull-out tray for remotes, nail clipper, or other odds and ends that you want easy access to.	Obscure Glass, Rustic Oak & Black Finish	Composite Wood, Metal, Glass	0	0	0	2	1	84	3	663	NONE		
Nysa Accent Table	88065	42	24	16	20	28	20	24	52	GROUND	ISTA-6A	Nysa	2020S	Accent Table	Assembled Mirrored Table Top	Go full glam with this Nysa Accent Table. The brilliant mirrored table top and glistening faux crystals inlay will reflect light and make any room appear larger. It provides a spacious table top ample enough for displaying various decor items while the sled base gives the table a stylish and sturdy support. Use in any room to enhance your d cor. The Nysa Accent Table is truly a statement piece for any space.	Mirrored & Faux Crystals Inlay	Composite Wood, Acrylic, Glass	2	0	0	41	1	94	1	552	NONE	GP-001048	
Nysa Accent Table	88066	29	18	14	16	22	18	20	35	GROUND	ISTA-6A	Nysa	2020S	Accent Table	Assembled Mirrored Table Top	Go full glam with this Nysa Accent Table. The brilliant mirrored table top and glistening faux crystals inlay will reflect light and make any room appear larger. It provides a spacious table top ample enough for displaying various decor items while the sled base gives the table a stylish and sturdy support. The Nysa Accent Table is truly a statement piece for any space. Use in any room to enhance your d cor.	Mirrored & Faux Crystals Inlay	Composite Wood, Acrylic, Glass	2	0	0	0	1	29	0	402	NONE	GP-001048	
Nysa Accent Table	88067	43	20	16	24	20	20	31	52	GROUND	ISTA-6A	Nysa	2020S	Accent Table	Assembled Mirrored Table Top	Go full glam with this Nysa Accent Table. The clear mirrored table top and glistening faux crystals inlay will reflect light and make any room appear larger. It provides a spacious table top ample enough for displaying various decor items while the unique base gives the table a stylish and sturdy support. The Nysa Accent Table is truly a statement piece for any space. Use in any room to enhance your d cor.	Mirrored & Faux Crystals Inlay	Composite Wood, Acrylic, Glass	0	0	0	0	0	33	0	591	NONE		
House Delphine Coffee Table	88830	216	48	47	20	0	0	0	228	LTL	ISTA-1A	House Delphine	2020S	Coffee Table	KD Includes 2 Storage Drawers Clear Glass Top Beveled Glass Queen Anne Style Legs Silver Trim Accent	Designed for fans of our previous Vendome and Dresden collections, our House Delphine occasional set embodies the romance of traditional design with a lighter touch. Each piece is hand-finished in sophisticated gray hues, and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque, but with more finesse than flamboyance, Delphine delivers vintage European elegance to the modern American lifestyle.	Clear Glass & Charcoal Finish	Wood, Composite Wood, Glass	0	0	0	0	0	0	0	1431	NONE		
House Delphine End Table	88832	55	28	29	24	0	0	0	66	LTL	ISTA-1A	House Delphine	2020S	End Table	KD 1 Tier Shelf Queen Anne Style Legs Silver Trim Accent	Designed for fans of our previous Vendome and Dresden collections, our House Delphine occasional set embodies the romance of traditional design with a lighter touch. Each piece is hand-finished in sophisticated gray hues, and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque, but with more finesse than flamboyance, Delphine delivers vintage European elegance to the modern American lifestyle.	Charcoal Finish	Wood, Composite Wood	0	0	0	0	0	1	0	495	NONE		
House Delphine Coffee Table	88835	97	54	35	20	0	0	0	110	GROUND - OVERSIZE	CARTON	House Delphine	2020S	Coffee Table	KD 1 Tier Shelf Queen Anne Style Legs Silver Trim Accent	Designed for fans of our previous Vendome and Dresden collections, our House Delphine occasional set embodies the romance of traditional design with a lighter touch. Each piece is hand-finished in sophisticated gray hues, and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque, but with more finesse than flamboyance, Delphine delivers vintage European elegance to the modern American lifestyle.	Charcoal Finish	Wood, Composite Wood	0	0	0	0	0	0	0	939	NONE		
House Marchese Coffee Table	88860	121	52	28	18	55	31	7	134	GROUND - OVERSIZE	CARTON	House Marchese	2020S	Coffee Table	KD Leg Gold Trim Accent Gold Tip Leg	Strike a sumptuously glamourous presence with this House Marchese sofa set. Contemporary and classic, the pieces are quilted with diamond pattern and upholstered in faux leather. Made to create a sublime atmosphere for your home, the elegant silhouettes, ornamental stitching and gilded wooden trimming on each exquisitely crafted pieces in this collection will sure to provide modern elegant style that unsurpassed.	Tobacco Finish	Wood, Composite Wood	0	0	0	0	0	0	0	465	NONE	GP-000785	
House Marchese End Table	88862	53	24	24	24	26	26	10	62	GROUND	CARTON	House Marchese	2020S	End Table	KD Leg Gold Trim Accent Gold Tip Leg	Strike a sumptuously glamourous presence with this House Marchese sofa set. Contemporary and classic, the pieces are quilted with diamond pattern and upholstered in faux leather. Made to create a sublime atmosphere for your home, the elegant silhouettes, ornamental stitching and gilded wooden trimming on each exquisitely crafted pieces in this collection will sure to provide modern elegant style that unsurpassed.	Gold & Tobacco Finish	Wood, Composite Wood	0	0	0	0	0	29	0	333	NONE	GP-000785	
Noralie Fireplace	90530	100	48	15	35	53	20	40	120	LTL	ISTA-3A	Noralie	2020S	Fireplace	LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	Make a chic statement with the Noralie LED electric fireplace. The remote control ensures that you do not have to leave your seat's comfort to change the settings or use the touch panel to do so. Featuring a mirrored chevron pattern and faux diamonds that help create a dazzling modern look in any home. Glowing faux fire logs add a warm ambiance with flickering LED flames and lifelike embers. A centerpiece on its own or adorn the mantel with family portraits and home decor items.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic, Glass	0	2	1	35	0	36	0	2169	NONE		
Noralie Fireplace	90535	146	50	16	31	64	21	32	168	LTL	ISTA-3A	Noralie	2020S	Fireplace	LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	The Noralie Fireplace is a gorgeous addition to any sitting or living room. The LED electric fireplace boasts touch panel with remote control. Faux diamonds accents create a bold and contemporary appearance . With touch control technology and temperature remote control, this beautiful piece will dress up any room in your home. Treat yourself to the luxury and comfort of Noralie Fireplace.	Faux Diamonds	Composite Wood,Acrylic	0	0	25	1	1	1	0	2394	NONE		
Noralie Accent Table	90620	72	47	14	32	0	0	0	92	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Accent Table	Mirror Top Mirrored Pedestal Base w/Faux Diamonds & Clear Glass Rectangular Console Table KD No Storage Mirror Beveled Table Top Thickness: 3"	The modern glamour of the Noralie mirrored console table will brighten your foyer or bedroom. This brilliant console table features a mirrored pedestal base with faux diamond inlay, adding dimension, contrast, and shine to this functional piece. It features a sturdy 3mm beveled mirrored top that can be used for display or function. The gleaming console table will reflect the perfect amount of light into any dark space.	Mirrored & Faux Diamonds	Mirror, Composite Wood, Acrylic	0	0	4	15	0	30	3	1086	NONE		
Noralie Accent Table	90622	64	47	14	32	0	0	0	86	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Accent Table	Mirror Top Mirrored Pedestal Base w/Faux Diamonds & Clear Glass Rectangular Console Table KD No Storage Mirror Beveled Table Top Thickness: 3"	The modern glamour of the Noralie mirrored console table will brighten your foyer or bedroom. This brilliant console table features a mirrored pedestal base with faux diamond inlay, adding dimension, contrast, and shine to this functional piece. It features a sturdy 3mm beveled mirrored top that can be used for display or function. The gleaming console table will reflect the perfect amount of light into any dark space.	Mirrored & Faux Diamonds	Mirror, Composite Wood, Acrylic	0	2	1	17	1	55	4	1083	NONE		
Noralie Accent Table	90670	80	47	14	32	0	0	0	96	GROUND	ISTA-6A	Noralie	2020S	Accent Table	Tempered Glass Top V-Shape Base	Brighten up your space with this stunning console table. With its distinctive V shaped pedestal base, this table is one your friends and family will all be envious of and will be talking about for years to come. The spectacular faux diamond inlay adds the right amount of texture and will reflect light magically. Glam meets function with its ample glass table top. You will be able to store and display all your goods.	Clear Glass, Mirrored & Faux Diamonds	Composite Wood, Glass, Mirror, Acrylic	3	0	11	7	0	8	2	1068	NONE		
Noralie Writing Desk	90672	77	47	16	32	52	16	20	92	GROUND	ISTA-6A	Noralie	2020S	Writing Desk	3 Storage Drawers, Drawers Include Self Closure and Safety Stop	The Noralie Console Table will give any room a touch of glamour. Mirror and glass materials give it a modern and clear touch while faux diamond inlays on drawer fronts add glam style to this piece . Use this unique piece as the perfect accent for any room d cor. Three drawers with self closure and safety stop provide ample and convenient storage for small electronics, cosmetics, accent items, jewelry, and more.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Glass, Acrylic	0	0	0	3	0	3	0	939	NONE		
Noralie Writing Desk	90673	80	47	16	32	52	16	20	95	GROUND	ISTA-6A	Noralie	2020S	Writing Desk	3 Storage Drawers, Drawers Include Self Closure and Safety Stop, Tempered Glass	The Noralie Console Table will give any room a touch of glamour. Mirror and glass materials give it a modern and clear touch while faux diamond inlays under the table top add glam style to this piece . Use this unique piece as the perfect accent for any room d cor. Three drawers with self closure and safety stop provide ample and convenient storage for small electronics, cosmetics, accent items, jewelry, and more.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Glass, Acrylic	0	3	1	0	0	36	0	1074	NONE		
Noralie Writing Desk	90674	82	55	16	32	60	18	20	98	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Writing Desk	*Open Base	Simple, bold, and appealing, the Noralie Writing Desk will give your workplace a distinct yet clean look. The brilliant mirrored finish on the desk adds depth and dimension to your space, creating the illusion of space in any small room. Cool sled base gives this table a sturdy support while showcases the openness of the design. This stunning mirrored desk creates instant glamor and enlarges your office space.	Mirrored	Composite Wood, Mirror, Glass	1	3	1	0	0	38	0	912	NONE		
Noralie Accent Table	90675	86	47	14	32	52	17	36	104	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Accent Table	*1 Tier Shelf *Table Top Thickness: 4"	Undeniably magnificence with glam flair, this Noralie Sofa Table is meant to become your favorite focus in your living room. Mirrored accents with faux diamonds inlay achieve a modern glamour look. This piece makes a glam style statement that offers a satin sheen to your room decor. The table features one tier shelf for ample storage and display. Its modern design is a useful addition to any living area.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Glass, Acrylic	2	0	0	26	0	83	0	1185	NONE	GP-000338	
Altus Accent Table	90820	64	54	18	29	57	21	32	68	LTL	ISTA-3A	Altus	2020S	Accent Table	Assembled Half-Moon Style Metal Base 8 mm Tempered Glass Top	The sleek console table has timeless fashion and eye-catching appeal. It's metal base works perfectly with gold finish, showcasing a striking geometric silhouette in modern style. It features a tempered glass top in half-moon shape that provide elegance and practicality for your space. Accent any setting with this classic occasional piece. Let the Altus Console Table become a stunning centerpiece for your living area.	Gold Finish	Metal, Tempered Glass	0	3	0	1	4	50	0	1386	NONE		
Noralie Fireplace	90862	73	28	14	29	33	19	34	88	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch PanelIncludes Timer	The Noralie LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has beautiful mirrored finish and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic	3	3	3	7	3	33	3	1344	NONE		
Noralie Fireplace	90864	1	28	14	26	34	19	31	82	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	The Noralie LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has beautiful mirrored finish and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	LED, Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic	2	5	6	22	3	82	1	1377	NONE		
Noralie Fireplace	90866	80	24	14	35	30	19	41	94	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer 1 Storage Drawer Drawer Includes Safty Stop and Self Closure	The Noralie LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has beautiful mirrored finish and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment, with a drawer for ample and convenient storage space. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic	0	3	2	45	2	69	2	1344	NONE		
Noralie Fireplace	90868	79	28	14	32	33	19	37	95	GROUND - OVERSIZE	ISTA-6A	Noralie	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	The Noralie LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has beautiful mirrored finish and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic	5	3	1	14	3	29	5	1383	NONE		
Lotus Fireplace	90870	71	21	14	30	26	19	35	82	GROUND	ISTA-6A	Lotus	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	The Lotus LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has mirrored surfaces and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	Mirrored & Faux Ice Cube Crystals	Composite Wood, Mirror, Acrylic	0	2	2	41	2	42	2	1197	NONE		
Noralie Fireplace	90872	115	48	15	35	53	19	40	139	LTL	ISTA-6A	Noralie	2020S	Fireplace	Assembled LED Electric Fireplace Operates with Remote Control and Touch Panel Includes Timer	The Noralie LED Electric Fireplace will add a contemporary touch to any room in your home. With its clean lines, this brilliant rectangular accent piece showcases a distinctive style for an intriguing look. The unique piece has beautiful mirrored finish and is trimmed with a spectacular faux diamond inlay. The fireplace features a timer function and touch panel or remote control temperature adjustment. This unique accent piece complements a wide range of d cor. Its modern design is a useful addition to any living area.	Mirrored & Faux Diamonds	Composite Wood, Mirror, Acrylic	0	3	0	32	1	40	1	2127	NONE		
Pinacle Cabinet	90880	64	47	16	32	53	21	8	68	GROUND	ISTA-3A	Pinacle	2020S	Cabinet	KD 3 Storage Drawers Side Metal Drawer Glide 3/4 Extension Drawer Glide 2 Doors Metal Leg Table Top Thickness: 30mm	More than just owning a storage unit. The Pinacle Cabinet adds a strong industrial feel and functional appeal to your room decor. The simple wooden cabinet adorned with slim metal legs makes you love the raw character and minimalist silhouettes of the industrial look. This stylish and versatile cabinet has three sections with three drawers in the middle section and two door compartments on either side.	Walnut Finish	Composite Wood, Paper Veneer, Metal	0	0	0	0	0	0	0	735	NONE		
Sollix Accent Table	90885	64	47	12	22	51	17	6	68	GROUND	ISTA-3A	Sollix	2020S	Accent Table	KD Multiple Storage Compartments 2 Tier Shelf Table Top Thickness: 15mm	Add more storage and function to your living room with the Sollix sofa table. The low profile allows this table to double as a side table, purchase more than one and corner them to frame your sofa and create a one of a kind piece. The open storage compartments are excellent for displaying all your home decor items and family photos. This versatile piece makes the most out of all the small spaces in your home.	Black Finish	Composite Wood, Paper Veneer	0	0	0	0	2	119	0	300	NONE		
Ximena TV Stand	91345	50	60	9	12	64	14	15	62	GROUND	ISTA-3A	Ximena	2020S	TV Stand	Assembled Touch LED Light 2 Storage	Make a cool modern choice for your contemporary living room d cor. leaving floor space open, this wall-mounted TV stand is perfect for tiny city apartments or any small paces. It's minimalist silhouette reduces visual clutter. Touch LED light added to the piece makes it become an alluring focal point in your living room. Simple, modern and glamorous design makes any ordinary living room appear much more unique.	LED & White Finish	Composite Wood, LED	1	0	1	2	2	6	6	921	NONE	GP-000993	
Ximena TV Stand	91347	50	60	9	12	64	14	15	62	GROUND	ISTA-3A	Ximena	2020S	TV Stand	Assembled Touch LED Light 2 Storage	Make a cool modern choice for your contemporary living room d cor. leaving floor space open, this wall-mounted TV stand is perfect for tiny city apartments or any small paces. It's minimalist silhouette reduces visual clutter. Touch LED light added to the piece makes it become an alluring focal point in your living room. Simple, modern and glamorous design makes any ordinary living room appear much more unique.	LED & Gray Finish	Composite Wood, LED	3	0	0	0	2	18	5	921	NONE	GP-000993	
Bennet TV Stand	91855	86	58	16	28	63	20	7	90	GROUND	ISTA-3A	Bennet	2020S	TV Stand	KD Rectangular TV Stand 2 Sliding Barn Doors 1 Tier Shelf Behind Each Door Maximum TV Screen Size Accommodated: 65" 2 Open Compartments Includes Cable Management Hole	Enjoy a warm and cozy family TV time with this cottage-style TV stand. The rustic casegood has two sliding barn doors with classic Z overlay and pull handles. Metal sliding hardware is coated with black finish, providing smooth operating and chic look. Two media compartments with back holes for cable management help you organize all your television equipment, while four covered storage spaces behind doors preserve your CD collection or personal items.	Gray Finish	Composite Wood, Paper Veneer, Metal	2	3	0	2	1	181	0	498	NONE	GP-001107	
Bennet TV Stand	91857	86	58	16	28	63	20	7	90	GROUND	ISTA-3A	Bennet	2020S	TV Stand	KD Rectangular TV Stand 2 Sliding Barn Doors 1 Tier Shelf Behind Each Door Maximum TV Screen Size Accommodated: 65" 2 Open Compartments Includes Cable Management Hole	Enjoy a warm and cozy family TV time with this cottage-style TV stand. The rustic casegood has two sliding barn doors with classic Z overlay and pull handles. Metal sliding hardware is coated with black finish, providing smooth operating and chic look. Two media compartments with back holes for cable management help you organize all your television equipment, while four covered storage spaces behind doors preserve your CD collection or personal items.	Oak Finish	Composite Wood, Paper Veneer, Metal	3	6	6	3	3	143	1	447	NONE	GP-001107	
Bellona TV Stand	91860	97	54	16	32	63	20	8	104	GROUND	ISTA-3A	Bellona	2020S	TV Stand	KD Rectangular TV Stand 2 Sliding Barn Doors 1 Tier Shelf Behind Each Door Maximum TV Screen Size Accommodated: 60" 3 Open Compartments Includes Cable Management Hole	Highlight your living room with a down-to-earth aesthetic ! The TV Stand features a rustic casegood and two sliding barn doors with X brace design. The sturdy metal track is paired with smooth sliding rollers, making you could easily move the barn doors to cover any storage spaces. There are four storage rooms and three media compartments with back holes for cable managements that is perfect for your audio visual equipment.	Gray Finish	Composite Wood, Paper Veneer, Metal	3	4	1	1	2	109	2	528	NONE	GP-001106	
Bellona TV Stand	91862	97	54	16	32	63	20	8	104	GROUND	ISTA-3A	Bellona	2020S	TV Stand	KD Rectangular TV Stand 2 Sliding Barn Doors 1 Tier Shelf Behind Each Door Maximum TV Screen Size Accommodated: 60" 3 Open Compartments Includes Cable Management Hole	Highlight your living room with a down-to-earth aesthetic ! The TV Stand features a rustic casegood and two sliding barn doors with X brace design. The sturdy metal track is paired with smooth sliding rollers, making you could easily move the barn doors to cover any storage spaces. There are four storage rooms and three media compartments with back holes for cable managements that is perfect for your audio visual equipment.	Oak Finish	Composite Wood, Paper Veneer, Metal	2	6	13	4	4	246	7	477	NONE	GP-001106	
House Delphine Entertainment Center	91985	198	121	20	94	0	0	0	227	LTL	CARTON	House Delphine	2020S	Entertainment Center	KD Leg Includes Touch Light Each Pier Includes 1 Cabinet and 3 Tier Shelf Queen Anne Leg Silver Trim Accent Scrolled Motifs Leg Height: 8" 	Designed for fans of our previous Vendome and Dresden collections, our House Delphine entertainment center set embodies the romance of traditional design with a lighter touch. Each piece is hand-finished in sophisticated gray hues, and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque, but with more finesse than flamboyance, Delphine delivers vintage European elegance to the modern American lifestyle.	Charcoal Finish	Wood, Composite Wood, Resin	0	0	0	0	0	28	1	3054	NONE	GP-000386	
House Delphine TV Stand	91988	118	72	20	34	75	23	37	132	LTL	CARTON	House Delphine	2020S	TV Stand	KD Leg Includes 2 Open Compartments and 2 Cabinets Maximum TV Screen Size Accommodated: 70" Silver Trim Accent Leg Height: 8"	Designed for fans of our previous Vendome and Dresden collections, our House Delphine entertainment center set embodies the romance of traditional design with a lighter touch. Each piece is hand-finished in sophisticated gray hues, and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque, but with more finesse than flamboyance, Delphine delivers vintage European elegance to the modern American lifestyle.	Charcoal Finish	Wood, Composite Wood, Resin	0	0	0	0	2	15	1	1590	NONE	GP-000386	
House Marchese Entertainment Center	91990	155	104	16	79	0	0	0	187	GROUND - OVERSIZE	CARTON	House Marchese	2020S	Entertainment Center	KD Leg Bridge Includes 3 Open Compartments 2 Side Piers Each Pier Includes 2 Storage Drawers and 3 Tier Shelves Gold Trim Accent Gold Tip Leg Leg Height: 6" 	Creating the most expressive outlines, the House Marchese entertainment center meant to make a statement of sophistication. The pieces feature the wooden frame in pearl gray finish with golden trimmed accents, offering unmistakable discerning style. Elegant silhouettes, ornamental stitching, and gilded wooden trimming on each exquisitely crafted piece in this collection will create a regal ambiance in your home.	Gold Trim & Pearl Gray Finish	Wood, Composite Wood, Resin	1	1	0	2	0	40	0	2445	NONE	GP-001173	
House Marchese TV Stand	91993	75	68	16	26	71	19	24	86	GROUND - OVERSIZE	CARTON	House Marchese	2020S	TV Stand	KD Leg Double Door Cabinet Gold Trim Accent Gold Tip Leg 4 Storage Compartments Maximum TV Screen Size Accommodated: 65" Leg Height: 6"	Creating the most expressive outlines, the House Marchese entertainment center meant to make a statement of sophistication. The pieces feature the wooden frame in pearl gray finish with golden trimmed accents, offering unmistakable discerning style. Elegant silhouettes, ornamental stitching, and gilded wooden trimming on each exquisitely crafted piece in this collection will create a regal ambiance in your home.	Pearl Gray Finish	Wood, Composite Wood, Resin	1	0	0	2	0	38	1	1017	NONE	GP-001173	
Brantley Office Chair	92297	12	16	22	32	21	16	18	42	GROUND	ISTA-3A	Brantley	2020S	Office Chair	KD Upholstered Seat Cushion Seat Cushion Thickness: 1"	The Versailles executive arm chair classic style will blend masterfully in your home. Carefully constructed from faux leather, and selected veneers in rich Cherry Oak Finish. Highly decorative details, button tufted backrest with Nailhead trim, and its decorative moldings are complemented by hand brush accent finish which gives this piece an elegant and sleek appeal.	Antique Oak & Sandy Gray Finish	Composite Wood, Upholstery(Seat Cushion)	0	0	0	0	4	35	0	264	NONE	GP-000673	
Endang Writing Desk	92595	40	39	20	29	48	25	7	57	GROUND	ISTA-3A	Endang	2020S	Writing Desk	KD Rectangular Writing Desk 1 Storage Drawer Left Facing Storage with 3 Tier Shelf	The industrial style with charming elements gives the desk a rustic, distinct look that creates an appealing aesthetic. Black-finished metal tube frame strikes an open silhouette, topped with weathered oak wood for rich textures. The desk features a storage drawer and left facing storage with three-tier shelf for easy, organized access to supplies. Both functional and aesthetic, the Endang Writing Desk creates the ideal workplace that inspires you, motivates you.	Weathered Oak & Black Finish	Metal, Veneer (Paper), Composite Wood	0	3	0	0	2	314	1	170.4	NONE		
Zaidin Writing Desk	92600	35	35	18	28	39	20	4	46	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Weathered Oak & Black Finish	Metal, Veneer (Paper), Composite Wood	72	2	48	63	1	663	91	55.2	NONE	GP-000484	
Zaidin Writing Desk	92602	35	35	18	28	39	20	4	46	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Black Finish	Metal, Veneer (Paper), Composite Wood	64	2	13	70	1	808	83	55.2	NONE	GP-000486	
Zaidin Writing Desk	92604	35	35	18	28	39	20	4	46	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Antique White & Black Finish	Metal, Veneer (Paper), Composite Wood	84	2	34	82	2	760	94	55.2	NONE	GP-000485	
Zaidin Writing Desk	92605	35	47	19	28	51	22	4	46	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Weathered Oak & Black Finish	Metal, Veneer (Paper), Composite Wood	58	0	49	59	1	801	98	62.4	NONE		
Zaidin Writing Desk	92607	35	47	19	28	51	22	4	46	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Black Finish	Metal, Veneer (Paper), Composite Wood	88	2	77	1	3	140	99	62.4	NONE	GP-000486	
