Code	Name	Description 2	Price	MAP price	Default set qts	Width	Depth	Height	Weight	Volume	Manufacturer	Category Type	Stock Status	New Arrivals	Parent Category	Category	Refine Categories	Image 1	Image 2	Image 3	Image 4	Image 5	Image 6	Image 7	Image 8	Image 9	Image 10	Image 11	Image 12	Image 13	Image 14	Qty	No of Boxes	(Box 1) Markings	(Box 1) Depth	(Box 1) Width	(Box 1) Height	(Box 1) Weight	(Box 2) Markings	(Box 2) Depth	(Box 2) Width	(Box 2) Height	(Box 2) Weight	(Box 3) Markings	(Box 3) Depth	(Box 3) Width	(Box 3) Height	(Box 3) Weight	(Box 4) Markings	(Box 4) Depth	(Box 4) Width	(Box 4) Height	(Box 4) Weight	(Box 5) Markings	(Box 5) Depth	(Box 5) Width	(Box 5) Height	(Box 5) Weight	(Box 6) Markings	(Box 6) Depth	(Box 6) Width	(Box 6) Height	(Box 6) Weight	(Box 7) Markings	(Box 7) Depth	(Box 7) Width	(Box 7) Height	(Box 7) Weight	(Box 8) Markings	(Box 8) Depth	(Box 8) Width	(Box 8) Height	(Box 8) Weight	(Box 9) Markings	(Box 9) Depth	(Box 9) Width	(Box 9) Height	(Box 9) Weight	(Box 10) Markings	(Box 10) Depth	(Box 10) Width	(Box 10) Height	(Box 10) Weight	(Box 11) Markings	(Box 11) Depth	(Box 11) Width	(Box 11) Height	(Box 11) Weight	(Box 12) Markings	(Box 12) Depth	(Box 12) Width	(Box 12) Height	(Box 12) Weight	(Box 13) Markings	(Box 13) Depth	(Box 13) Width	(Box 13) Height	(Box 13) Weight	(Box 14) Markings	(Box 14) Depth	(Box 14) Width	(Box 14) Height	(Box 14) Weight	(Box 15) Markings	(Box 15) Depth	(Box 15) Width	(Box 15) Height	(Box 15) Weight	sku	Parent  Sku	Color	Material	Finish
PRESTIGE2DCHINA	2-Door China	<font color="red">All china cabinets requires professional assembling!!!</font> 	800	1400	0	43	17	75	185																							0	8	Prestige 1 Right Door For Vitrine 1-2/d	3	72	22	33	Prestige 1 Left Door For Vitrine	3	72	22	33	Nr 3 Glass Shelves 1032x350	2	42	16	47	Prestige Side Panels 1-2/D Vitrine	3	73	18	46	Prestige 2/D Vitrine Hardware	5	19	10	4	Prestige 2/D Vitrine Lower Back pannel	1	43	22	20	Prestige Top Back Panel 2d vitrine	1	50	42	11	Prestige 2/D Vitrine Top+Bottom	5	45	19	59																																				i10476	p6737			
PRESTIGE3DBUFFET	3-Door Buffet		700	1225	0	65	19.3	33.5	160																							0	8	Prestige Nr 2 side doors for Buffet	3	31	25	28	Prestige right central door for Buffet	2	31	20	13	Prestige Top+Bottom For 3/D Buffet	4	66	21	74	Prestige Divisions 3-4/D Buffet	3	31	20	21	Prestige Sides For 3-4/D Buffet	3	31	20	21	Prestige Hardware 3/D Buffet	5	19	10	5	Prestige Glass Shelves for 3/D Buffet	2	24	16	24	Prestige Back Panel 3/D Buffet	1	30	23	9																																				i10477	p6737			
PRESTIGETABLE	 Dining Table w/1 Extension 17.4"		780	1365	1	71/88.4	41	30	285																							1	3	Prestige Table Base	20	37	28	71	Prestige Table Top 180x103	5	74	43	163	Prestige Extension for Table 45cm	6	23	19	28																																																													i10478	p6737			
PRESTIGECHAIR	Side Chair	(2 in a box)	200	350	6	18.5	20.5	44	22																							6	1		28	21	45	45																																																																							i10479	p6737			
PRESTIGEBUFFETMIRROR	Buffet Mirror		180	315	0	63	2	32	50																							0	1	Prestige Dining Mirror	2	65	31	48																																																																							i10949	p6737			
PRESTIGELEAF	Extension Leaf		100	175	0	23	20	8	29																							0	1	BOX 1	20	23	8	29																																																																							i15552	p6737			
Prestige 4 Door Buffet	4 Door Buffet		0	0	1																											1	9	Prestige Nr 2 side doors for Buffet	3	31	25	28	Prestige right central door for Buffet	2	31	20	13	Prestige left central door for Buffet	2	31	20	13	Prestige Top+Bottom For 4/D Buffet	4	85	21	97	Prestige Divisions 3-4/D Buffet	3	32	20	21	Prestige Sides For 3-4/D Buffet	3	32	20	21	Prestige Hardware 4/D Buffet	5	19	10	9	Prestige Glass Shelves for 4/D Buffet	2	37	16	32	Prestige Back Panel 4/D Buffet	1	30	36	12																															i22386	p6737			
	973 Living Room Sets SET	973 modern living room set with adjustable headrests has a quiet modern appeal which will easily blend with any contemporary home setting.  seat height: 19"  <b/>NO RECLINERS</b> Color: Light Grey  Material: Top-grain Leather/Eco Leather Back Stock leather color: #8015 light grey	2150	3762.5							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Sofas Loveseats and Chairs	3 pcs Sets,Modern,Classic,Leather,Other Material	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_9.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_8.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_7.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_973_side_1.jpg																																																																																	p9571		Black, Grey/Silver	Top-grain Leather Front/Eco Leather Back	N/A
9733	973 3 Sofa		920	1610	1	91	41	30/37	185																							1	1	Box 1	43	93	32	195																																																																							i21887	p9571			
9731	973 1 Chair		520	910	1	52	41	30/37	120																							1	1	Box 1	43	54	32	125																																																																							i21889	p9571			
9732	973 2 Loveseat		710	1242.5	1	67	41	30/37	165																							1	1	Box 1	43	69	32	175																																																																							i21888	p9571			
	2146 Sectional with 1 Manual Recliner SET	STOCK LEATHER COLOR: FLR8A068# Upholstery Material : Top-grain Leather/Eco Leather on the Back   Adjustable headrests and 1 manual recliner is included. This sectional set will perfectly accommodate any contemporary living room setting providing comfort to you and your friends.   Sofa with a recliner: L70" x D40" x H33" Corner:L45" x D45" x H29" middle Loveseat:L59" x D40" x H33" Chaise:L41" x D69" x H33"  	2320	4060							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Reclining and Sliding Seats Sets	Living Room,Sectionals,Recliner, sliding, massage,Modern,Leather	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_2146-Sectional.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_2146-Sectional_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_2146-SECTIONAL_side_4.jpg																																																																																			p6795		Brown/Wenge/Walnut	Top-grain Leather Front/Eco Leather Back	N/A
2146SECTIONALLEFT	2146-SECTIONAL-LEFT		2320	4060	0	145/115	45	33	300									http://www.esfwholesalefurniture.com/images/product/fullsize/6795_2146-SECTIONAL-LEFT_item_1.jpg														0	4	2146-1L	42	72	34	87	2146-2L	42	61	34	75	2146-3L	46	46	34	62	2146-4L	43	71	34	86																																																								i10687	p6795			
2146SECTIONALRIGHT	2146-SECTIONAL-RIGHT		2320	4060	1	145/115	45	33	300									http://www.esfwholesalefurniture.com/images/product/fullsize/6795_2146-SECTIONAL-RIGHT_item_1.jpg														1	4	2146-1R	42	72	34	87	2146-2R	42	61	34	75	2146-3R	46	46	34	62	2146-4R	43	71	34	86																																																								i10686	p6795			
	Elite Entertainment SET	A collection for an exacting and refined clientele who likes clean cut and elegant lines. Both fronts and body frames of the elements enhance the strength and importance of pieces of furniture intended for high-end and valuable interiors.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.  Wall Panel with LED Light.	3060	5355							Camelgroup Italy	WALL UNITS	stock	FALSE	Wallunits	Entertainment Centers	Wall Units,Entertainment Centers,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Wallunits_Entertainment-Centers_Elite-Entertainment_side_3.gif																																																																																					p9869		Brown/Wenge/Walnut	Wood veneer, MDF	High Gloss Lacquer
ELITETVWALLPANNEL	TV Wall Panel w/LED Light		323	565.25	1	35	9.5	53	49																							1	1		53	35	10	0																																																																							i22246	p9869			
ELITE1DRCABINET	1 Door China		1035	1811.25	2	29	17	78	223																							2	1		78	29	17	0																																																																							i22244	p9869			
ELITETVCABINET	TV Cabinet		667	1167.25	1	63	21	19	87																							1	1		19	63	21	0																																																																							i22245	p9869			
	Apolo Sectional Brown SET	Upholstery Material: Top-grain Leather/Split Leather on the Back Stock Leather Color 37,  Mat Crocodile embossed leather  Classy and Stylish Look Apolo Sectional will easily bring to your space one of the kind look. Variety colors available for Special Order. 	2260	3955							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Sectionals	Living Room,Sectionals,Classic,Leather	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_4.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_8.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_9.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Leather-Sectionals_Apolo-Sectional-Brown_side_1.gif																																																																																	p9141		Brown/Wenge/Walnut	Top-grain Leather Front/Split Leather Back	N/A
APOLOSECTLEFTBROWN	Apolo Sectional Left Facing Brown		2260	3955	1	120/105	38	38	300									http://www.esfwholesalefurniture.com/images/product/fullsize/9141__item_1.jpg														1	3	APOLOSECBROWN-1L	60	45	50	120	APOLOSECBROWN-2L	50	45	50	105	APOLOSECBROWN-3L	40	45	85	85																																																													i20880	p9141			
APOLOSECTRIGHTBROW	Apolo Sectional Right Facing Brown		2260	3955	0	120/105	38	38	300									http://www.esfwholesalefurniture.com/images/product/fullsize/9141__item_2.jpg														0	3	APOLOSECBROWN-1R	60	45	50	120	APOLOSECBROWN-2R	50	45	50	105	APOLOSECBROWN-3R	40	45	85	85																																																													i20881	p9141			
	131 Silver Marble Dining SET	Exclusive Dining Set with Gold Accent Will Give Your Space Rich and Modern Look.  Table : Marble Top 12mm & Stainless Steel Silver Color Base Chair: Fabric , Black Painted Metal Legs , Stainless Steel Base Buffet: White High Gloss Finish, Stainless Steel Base	1140	1995							ESF Extravaganza Collection	DINING	stock	FALSE	Dining Room Furniture	Kitchen Tables and Chairs	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_7.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_8.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_9.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_10.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_11.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_12.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Casual-Dining-Sets_133-Silver-Dining_side_13.gif																																																																														p10171		Black, White, Grey/Silver	Fabric, Stainless Steel, Marble	Shiny
131BUFFETSILVER	131 Buffet Silver		400	700	0	47	16	30	90																							0	2		18	49	6	50		18	36	32	45																																																																		i23781	p10171			
131DININGCHAIRSILVER	131 Chair Silver		110	192.5	6	22	23	33	19																							6	1		23	26	30	45																																																																							i23782	p10171			
131DININGTABLESS	131 Dining Table Silver		480	840	1	79	39	30	98																							1	3	TOP	40	79	2	70	LEG 1	14	27	30	15	LEG 2	14	27	30	15																																																													i23783	p10171			
	Tekno Bedroom SET	Italian contemporary design Tekno Bedroom furniture set aimed at a modern consumer who seeks clear-cut lines and a up-to-date look.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.	1389	2430.75							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Modern Bedrooms	Bedroom,Bedgroups,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom_side_6.gif																																																																																					p10183		Brown/Wenge/Walnut, Grey/Silver	Wood veneer, MDF	High Gloss Lacquer
